HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Number,TotalServices,Deck,Num,Side,HasServices
Earth,True,PSO J318.5-22,41.0,False,0.0,0.0,0.0,0.0,0.0,1,4255,01,0.0,G,697,P,False
Earth,False,TRAPPIST-1e,27.0,False,6.0,0.0,0.0,768.0,1141.0,0,4256,01,1915.0,F,880,P,True
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0,4256,02,0.0,G,698,P,False
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,4256,03,0.0,G,698,P,False
Earth,False,TRAPPIST-1e,19.0,False,571.0,0.0,0.0,97.0,813.0,1,4256,04,1481.0,F,880,P,True
Earth,False,TRAPPIST-1e,37.0,False,0.0,0.0,115.0,671.0,0.0,0,4256,05,786.0,G,698,P,True
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0,4256,06,0.0,G,698,P,False
Earth,False,TRAPPIST-1e,29.0,False,13.0,0.0,664.0,74.0,101.0,0,4256,07,852.0,G,698,P,True
Earth,False,55 Cancri e,44.0,False,0.0,0.0,608.0,0.0,91.0,0,4256,08,699.0,F,880,P,True
Earth,False,TRAPPIST-1e,19.0,False,0.0,265.0,882.0,2.0,293.0,0,4257,01,1442.0,F,881,P,True
Europa,False,TRAPPIST-1e,39.0,False,0.0,266.0,0.0,1254.0,197.0,0,4258,01,1717.0,A,37,P,True
Europa,False,TRAPPIST-1e,63.0,False,0.0,490.0,1.0,2882.0,18.0,0,4258,02,3391.0,A,37,P,True
Europa,False,TRAPPIST-1e,39.0,False,9.0,1525.0,0.0,0.0,146.0,0,4258,03,1680.0,A,37,P,True
Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,1,4259,01,0.0,F,796,S,False
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,4260,01,0.0,G,696,S,False
Mars,False,55 Cancri e,56.0,False,412.0,492.0,9.0,117.0,33.0,1,4261,01,1063.0,D,137,S,True
Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,4262,01,0.0,C,135,P,False
Europa,False,55 Cancri e,26.0,False,1.0,1269.0,4790.0,270.0,5116.0,0,4262,02,11446.0,C,135,P,True
Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,1300.0,0,4264,01,1300.0,F,797,S,True
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,1,4266,01,0.0,G,697,S,False
Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,1,4267,01,0.0,G,700,P,False
Earth,False,TRAPPIST-1e,32.0,False,0.0,0.0,1020.0,0.0,0.0,1,4267,02,1020.0,F,883,P,True
Europa,False,55 Cancri e,30.0,False,24.0,2558.0,98.0,0.0,5361.0,0,4270,01,8041.0,F,883,S,True
Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,1,4271,01,0.0,A,38,P,False
Earth,False,TRAPPIST-1e,55.0,False,0.0,252.0,1.0,0.0,553.0,1,4272,01,806.0,F,799,S,True
Earth,False,PSO J318.5-22,19.0,False,0.0,2.0,0.0,669.0,0.0,0,4273,01,671.0,F,884,P,True
Earth,False,TRAPPIST-1e,24.0,False,0.0,717.0,222.0,8.0,1.0,1,4274,01,948.0,G,698,S,True
Europa,False,TRAPPIST-1e,32.0,False,401.0,3724.0,5.0,422.0,62.0,1,4278,01,4614.0,C,154,S,True
Mars,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0,4280,01,0.0,E,267,P,False
Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,1,4289,01,0.0,F,890,P,False
Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,0,4291,01,0.0,G,701,S,False
Europa,False,55 Cancri e,28.0,False,0.0,31.0,0.0,1283.0,871.0,1,4292,01,2185.0,A,52,S,True
Earth,False,TRAPPIST-1e,52.0,False,0.0,559.0,0.0,0.0,0.0,1,4293,01,559.0,F,801,S,True
Earth,False,TRAPPIST-1e,29.0,False,646.0,91.0,13.0,0.0,0.0,1,4294,01,750.0,G,702,S,True
Mars,False,55 Cancri e,23.0,False,49.0,0.0,2716.0,0.0,0.0,1,4295,01,2765.0,D,147,P,True
Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,1,4295,02,0.0,F,147,S,False
Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0,4296,01,0.0,G,703,S,False
Europa,False,55 Cancri e,41.0,False,14.0,6777.0,81.0,604.0,2936.0,0,4297,01,10412.0,B,138,P,True
Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,1,4300,01,0.0,G,704,S,False
Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,1,4301,01,0.0,E,269,P,False
Earth,True,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,1,4302,01,0.0,G,706,P,False
Earth,False,55 Cancri e,15.0,False,36.0,841.0,0.0,0.0,0.0,1,4303,01,877.0,F,803,S,True
Earth,False,TRAPPIST-1e,38.0,False,0.0,668.0,84.0,267.0,0.0,0,4303,02,1019.0,G,705,S,True
Earth,False,TRAPPIST-1e,56.0,False,0.0,779.0,12.0,3.0,35.0,0,4305,01,829.0,F,893,P,True
Earth,True,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,1,4305,02,0.0,G,707,P,False
Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,1,4305,03,0.0,G,707,P,False
Mars,False,55 Cancri e,22.0,False,1371.0,0.0,235.0,0.0,0.0,1,4306,01,1606.0,F,805,S,True
Earth,False,TRAPPIST-1e,37.0,False,0.0,0.0,785.0,3.0,0.0,0,4309,01,788.0,E,270,P,True
Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,1,4309,02,0.0,G,709,P,False
Earth,False,TRAPPIST-1e,22.0,False,563.0,521.0,364.0,0.0,0.0,0,4311,01,1448.0,F,807,S,True
Europa,False,TRAPPIST-1e,26.0,False,0.0,137.0,0.0,0.0,7629.0,0,4312,01,7766.0,B,139,P,True
Earth,False,TRAPPIST-1e,22.0,False,0.0,3.0,486.0,0.0,228.0,1,4315,01,717.0,E,272,P,True
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,1,4315,02,0.0,G,710,P,False
Earth,False,PSO J318.5-22,28.82793046746535,False,0.0,22.0,0.0,1156.0,0.0,0,4316,01,1178.0,F,894,P,True
Mars,False,TRAPPIST-1e,24.0,False,439.0,0.0,2140.0,0.0,0.0,1,4317,01,2579.0,D,139,S,True
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,1,4318,01,0.0,F,808,S,False
Earth,False,TRAPPIST-1e,48.0,False,2.0,0.0,83.0,589.0,233.0,0,4319,01,907.0,G,711,P,True
Earth,False,TRAPPIST-1e,24.0,False,786.0,0.0,0.0,7.0,0.0,0,4320,01,793.0,E,273,P,True
Mars,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,1,4324,01,0.0,F,810,S,False
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,4324,02,0.0,F,810,S,False
Mars,False,TRAPPIST-1e,25.0,False,412.0,0.0,567.0,775.0,0.0,0,4324,03,1754.0,F,810,S,True
Mars,True,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,1,4324,04,0.0,F,810,S,False
Earth,False,TRAPPIST-1e,20.0,False,0.0,187.0,712.0,0.0,0.0,1,4327,01,899.0,F,811,S,True
Earth,False,TRAPPIST-1e,22.0,False,39.0,0.0,63.0,3.0,654.0,0,4329,01,759.0,F,812,S,True
Mars,False,55 Cancri e,28.0,False,427.0,0.0,754.0,0.0,0.0,1,4330,01,1181.0,D,140,S,True
Earth,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,1,4332,01,0.0,G,707,S,False
Europa,False,55 Cancri e,28.0,False,0.0,3345.0,0.0,2143.0,27.0,0,4333,01,5515.0,B,141,P,True
Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,1,4334,01,0.0,A,53,S,False
Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,0,4335,01,0.0,E,281,S,False
Europa,False,TRAPPIST-1e,29.0,True,267.0,1418.0,257.0,843.0,0.0,1,4336,01,2785.0,C,155,S,True
Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,1,4336,02,0.0,C,155,S,False
Europa,False,TRAPPIST-1e,36.0,False,0.0,563.0,0.0,1301.0,830.0,1,4336,03,2694.0,F,155,S,True
Europa,False,55 Cancri e,40.0,False,2320.0,0.0,4874.0,3131.0,498.0,1,4336,04,10823.0,C,155,S,True
Mars,False,TRAPPIST-1e,49.0,False,22.0,0.0,1129.0,0.0,77.0,1,4337,01,1228.0,F,813,S,True
Europa,False,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,1,4338,01,0.0,C,156,S,False
Europa,False,TRAPPIST-1e,41.0,False,0.0,545.0,0.0,2740.0,293.0,1,4338,02,3578.0,C,156,S,True
Europa,False,55 Cancri e,44.0,False,0.0,14201.0,0.0,22.0,584.0,1,4338,03,14807.0,C,156,S,True
Mars,False,TRAPPIST-1e,47.0,False,2044.0,0.0,95.0,0.0,120.0,0,4339,01,2259.0,F,814,S,True
Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,945.0,0.0,4.0,1,4340,01,949.0,F,815,S,True
Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,1,4343,01,0.0,G,708,S,False
Earth,False,TRAPPIST-1e,18.0,False,0.0,35.0,661.0,0.0,63.0,1,4344,01,759.0,F,816,S,True
Earth,False,TRAPPIST-1e,28.0,False,0.0,1125.0,3.0,562.0,7.0,0,4345,01,1697.0,G,717,P,True
Earth,False,55 Cancri e,22.0,False,429.0,2.0,232.0,0.0,59.0,1,4346,01,722.0,E,274,P,True
Earth,False,TRAPPIST-1e,50.0,False,444.0,0.0,408.0,0.0,0.0,0,4347,01,852.0,G,718,P,True
Europa,True,TRAPPIST-1e,47.0,True,0.0,0.0,0.0,0.0,0.0,1,4348,01,0.0,B,142,P,False
Mars,False,TRAPPIST-1e,55.0,False,802.0,0.0,155.0,4.0,337.0,0,4349,01,1298.0,E,275,P,True
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,4350,01,0.0,G,709,S,False
Earth,False,PSO J318.5-22,39.0,False,0.0,0.0,1.0,0.0,2330.0,0,4350,02,2331.0,G,709,S,True
Earth,False,TRAPPIST-1e,21.0,False,641.0,0.0,409.0,0.0,0.0,0,4351,01,1050.0,F,895,P,True
Europa,False,TRAPPIST-1e,37.0,False,33.0,3484.0,17.0,4.0,1384.0,1,4352,01,4922.0,C,157,S,True
Europa,False,TRAPPIST-1e,31.0,False,22.0,10025.0,2.0,124.0,1.0,1,4352,02,10174.0,C,157,S,True
Earth,False,TRAPPIST-1e,23.0,False,115.0,1.0,0.0,0.0,249.0,0,4354,01,365.0,E,276,P,True
Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,1,4356,01,0.0,B,167,S,False
Mars,False,TRAPPIST-1e,23.0,False,118.0,0.0,949.0,206.0,2071.0,0,4357,01,3344.0,D,148,P,True
Earth,False,PSO J318.5-22,20.0,False,0.0,272.0,108.0,0.0,230.0,1,4358,01,610.0,F,818,S,True
Europa,False,TRAPPIST-1e,28.0,False,3.0,2127.0,0.0,696.0,10.0,0,4359,01,2836.0,C,137,P,True
Europa,False,55 Cancri e,40.0,False,0.0,17687.0,0.0,425.0,155.0,1,4359,02,18267.0,C,137,P,True
Europa,False,55 Cancri e,54.0,False,0.0,1832.0,0.0,0.0,1768.0,0,4359,03,3600.0,C,137,P,True
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,1,4360,01,0.0,F,896,P,False
Earth,False,55 Cancri e,27.0,False,0.0,14.0,0.0,734.0,331.0,1,4361,01,1079.0,F,819,S,True
Europa,False,TRAPPIST-1e,43.0,False,0.0,1947.0,0.0,0.0,1651.0,1,4362,01,3598.0,B,168,S,True
Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,1,4364,01,0.0,G,720,P,False
Earth,False,TRAPPIST-1e,13.0,False,552.0,247.0,0.0,4.0,0.0,0,4365,01,803.0,F,898,P,True
Earth,False,PSO J318.5-22,15.0,False,0.0,0.0,873.0,0.0,5.0,1,4366,01,878.0,F,899,P,True
Earth,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,1,4367,01,0.0,G,710,S,False
Mars,True,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,1,4368,01,0.0,F,900,P,False
Earth,False,TRAPPIST-1e,19.0,False,857.0,0.0,0.0,0.0,0.0,0,4369,01,857.0,F,820,S,True
Earth,False,TRAPPIST-1e,21.0,False,3.0,1.0,0.0,1494.0,110.0,0,4370,01,1608.0,F,820,S,True
Europa,False,TRAPPIST-1e,27.0,False,0.0,2717.0,0.0,0.0,986.0,1,4371,01,3703.0,C,158,S,True
Europa,False,55 Cancri e,39.0,False,106.0,243.0,126.0,7.0,4967.0,0,4371,02,5449.0,C,158,S,True
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,4371,03,0.0,C,158,S,False
Europa,False,TRAPPIST-1e,25.0,False,0.0,4384.0,4285.0,812.0,360.0,1,4371,04,9841.0,C,158,S,True
Europa,False,55 Cancri e,34.0,False,0.0,7221.0,0.0,288.0,2275.0,1,4371,05,9784.0,C,158,S,True
Mars,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,1,4372,01,0.0,F,821,S,False
Mars,False,TRAPPIST-1e,42.0,False,954.0,0.0,1.0,0.0,0.0,0,4372,02,955.0,E,283,S,True
Earth,False,PSO J318.5-22,36.0,False,735.0,0.0,2.0,0.0,0.0,0,4373,01,737.0,F,822,S,True
Earth,False,PSO J318.5-22,43.0,False,0.0,168.0,3.0,0.0,452.0,1,4376,01,623.0,E,284,S,True
Earth,False,PSO J318.5-22,23.0,False,65.0,94.0,0.0,0.0,445.0,1,4382,01,604.0,F,901,P,True
Europa,False,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,1,4383,01,0.0,B,169,S,False
Europa,False,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,1,4386,01,0.0,B,170,S,False
Europa,False,TRAPPIST-1e,51.0,False,0.0,16455.0,885.0,0.0,363.0,1,4386,02,17703.0,B,170,S,True
Mars,False,PSO J318.5-22,32.0,False,192.0,0.0,441.0,18.0,0.0,0,4387,01,651.0,F,902,P,True
Europa,False,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,1,4388,01,0.0,B,171,S,False
Mars,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,1,4390,01,0.0,F,903,P,False
Mars,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,1,4390,02,0.0,F,903,P,False
Mars,False,TRAPPIST-1e,27.0,False,875.0,0.0,61.0,289.0,0.0,0,4390,03,1225.0,F,903,P,True
Earth,False,TRAPPIST-1e,48.0,False,383.0,0.0,0.0,393.0,10.0,1,4391,01,786.0,F,904,P,True
Earth,False,55 Cancri e,13.0,False,38.0,0.0,0.0,733.0,0.0,0,4392,01,771.0,G,714,S,True
Earth,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,0,4393,01,0.0,G,722,P,False
Earth,False,TRAPPIST-1e,18.0,False,754.0,0.0,34.0,0.0,0.0,0,4393,02,788.0,E,278,P,True
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,206.0,681.0,31.0,0,4395,01,918.0,F,905,P,True
Earth,False,TRAPPIST-1e,23.0,False,0.0,153.0,11.0,646.0,0.0,0,4396,01,810.0,G,715,S,True
Earth,True,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,1,4397,01,0.0,F,715,S,False
Earth,False,TRAPPIST-1e,25.0,False,141.0,3.0,640.0,0.0,100.0,0,4399,01,884.0,G,724,P,True
Mars,False,TRAPPIST-1e,32.0,False,689.0,0.0,610.0,0.0,0.0,0,4400,01,1299.0,E,285,S,True
Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,4400,02,0.0,F,830,S,False
Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,1,4400,03,0.0,F,830,S,False
Earth,False,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,1,4401,01,0.0,G,716,S,False
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,1,4401,02,0.0,G,716,S,False
Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,0,4402,01,0.0,G,725,P,False
Earth,False,TRAPPIST-1e,55.0,False,134.0,935.0,0.0,6.0,394.0,0,4403,01,1469.0,F,831,S,True
Earth,False,TRAPPIST-1e,41.0,False,7.0,0.0,297.0,108.0,361.0,0,4403,02,773.0,G,717,S,True
Earth,False,TRAPPIST-1e,38.0,False,0.0,2.0,404.0,121.0,0.0,0,4404,01,527.0,G,726,P,True
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,4405,01,0.0,C,159,S,False
Earth,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,1,4407,01,0.0,G,719,S,False
Mars,True,TRAPPIST-1e,75.0,False,0.0,0.0,0.0,0.0,0.0,1,4408,01,0.0,F,906,P,False
Europa,False,TRAPPIST-1e,50.0,False,0.0,817.0,388.0,78.0,693.0,1,4409,01,1976.0,C,160,S,True
Earth,False,TRAPPIST-1e,23.0,False,27.0,0.0,32.0,725.0,0.0,0,4410,01,784.0,G,720,S,True
Earth,False,PSO J318.5-22,37.0,False,715.0,0.0,54.0,0.0,0.0,1,4411,01,769.0,G,721,S,True
Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,232.0,0.0,622.0,0,4413,01,854.0,G,722,S,True
Mars,False,TRAPPIST-1e,45.0,False,941.0,281.0,36.0,12.0,39.0,0,4415,01,1309.0,F,833,S,True
Europa,True,55 Cancri e,47.0,False,0.0,0.0,0.0,0.0,0.0,1,4416,01,0.0,B,143,P,False
Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,1,4422,01,0.0,B,172,S,False
Europa,False,TRAPPIST-1e,29.0,False,0.0,6338.0,0.0,1366.0,89.0,1,4422,02,7793.0,B,172,S,True
Mars,False,TRAPPIST-1e,19.0,False,30.0,0.0,42.0,3565.0,7.0,0,4424,01,3644.0,E,287,S,True
Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,1,4426,01,0.0,F,835,S,False
Europa,False,55 Cancri e,39.0,False,3.0,83.0,0.0,805.0,2983.0,0,4427,01,3874.0,D,141,S,True
Europa,False,TRAPPIST-1e,31.0,False,0.0,46.0,0.0,209.0,2908.0,0,4427,02,3163.0,D,141,S,True
Europa,False,55 Cancri e,29.0,False,0.0,11417.0,12.0,795.0,402.0,1,4428,01,12626.0,C,162,S,True
Mars,False,TRAPPIST-1e,16.0,False,546.0,90.0,23.0,513.0,0.0,0,4429,01,1172.0,E,288,S,True
Earth,False,PSO J318.5-22,18.0,False,0.0,2.0,1513.0,0.0,0.0,1,4430,01,1515.0,F,836,S,True
Earth,False,55 Cancri e,38.0,False,8.0,0.0,1414.0,10.0,3.0,0,4431,01,1435.0,G,727,P,True
Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,0,4432,01,0.0,G,728,P,False
Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,0,4433,01,0.0,G,729,P,False
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,1,4436,01,0.0,G,730,P,False
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,1,4437,01,0.0,G,725,S,False
Mars,False,TRAPPIST-1e,36.0,False,721.0,0.0,471.0,0.0,0.0,0,4438,01,1192.0,F,910,P,True
Earth,False,TRAPPIST-1e,23.0,False,0.0,282.0,0.0,0.0,71.0,1,4440,01,353.0,F,911,P,True
Europa,True,55 Cancri e,31.0,True,0.0,0.0,0.0,0.0,0.0,1,4441,01,0.0,B,144,P,False
Europa,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,1,4441,02,0.0,B,144,P,False
Europa,False,55 Cancri e,50.0,False,0.0,4558.0,0.0,1.0,267.0,1,4441,03,4826.0,B,144,P,True
Earth,False,TRAPPIST-1e,40.0,False,0.0,901.0,0.0,0.0,89.0,0,4444,01,990.0,E,291,S,True
Earth,False,TRAPPIST-1e,28.0,False,8.0,0.0,77.0,560.0,0.0,0,4445,01,645.0,F,912,P,True
Europa,False,TRAPPIST-1e,38.0,False,2.0,114.0,771.0,3094.0,448.0,0,4446,01,4429.0,B,175,S,True
Europa,False,TRAPPIST-1e,37.0,False,0.0,3603.0,33.0,7113.0,1.0,0,4446,02,10750.0,B,175,S,True
Europa,True,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,1,4446,03,0.0,B,175,S,False
Europa,False,55 Cancri e,41.0,False,35.0,6103.0,0.0,180.0,160.0,1,4446,04,6478.0,B,175,S,True
Europa,False,TRAPPIST-1e,33.0,False,0.0,4017.0,0.0,0.0,2260.0,1,4446,05,6277.0,B,175,S,True
Earth,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,1,4447,01,0.0,F,175,S,False
Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,2414.0,0.0,0.0,1,4448,01,2414.0,F,913,P,True
Mars,False,TRAPPIST-1e,43.0,False,130.0,0.0,870.0,31.0,26.0,1,4449,01,1057.0,D,142,S,True
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,4450,01,0.0,C,140,P,False
Europa,False,55 Cancri e,65.0,False,0.0,7194.0,0.0,6.0,0.0,1,4450,02,7200.0,C,140,P,True
Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,4450,03,0.0,C,140,P,False
Europa,False,TRAPPIST-1e,28.0,False,0.0,3627.0,0.0,31.0,3263.0,0,4450,04,6921.0,C,140,P,True
Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,1,4451,01,0.0,F,914,P,False
Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,1,4452,01,0.0,G,727,S,False
Europa,False,TRAPPIST-1e,28.0,False,0.0,2560.0,0.0,134.0,307.0,0,4453,01,3001.0,D,149,P,True
Earth,False,TRAPPIST-1e,23.0,False,0.0,10.0,159.0,0.0,125.0,1,4456,01,294.0,F,916,P,True
Earth,False,TRAPPIST-1e,24.0,False,698.0,0.0,51.0,2.0,4.0,1,4457,01,755.0,F,917,P,True
Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,1,4459,01,0.0,G,733,P,False
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,1,4461,01,0.0,F,838,S,False
Earth,False,TRAPPIST-1e,20.0,False,399.0,77.0,311.0,0.0,16.0,0,4462,01,803.0,F,918,P,True
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,1,4463,01,0.0,B,145,P,False
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,1,4463,02,0.0,B,145,P,False
Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,0,4464,01,0.0,G,728,S,False
Europa,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0,4465,01,0.0,A,54,S,False
Europa,False,TRAPPIST-1e,43.0,False,31.0,76.0,0.0,1353.0,1713.0,0,4465,02,3173.0,A,54,S,True
Europa,False,TRAPPIST-1e,28.0,False,0.0,1883.0,0.0,1.0,4560.0,0,4465,03,6444.0,A,54,S,True
Europa,False,55 Cancri e,31.0,True,0.0,2461.0,0.0,51.0,2141.0,0,4466,01,4653.0,A,40,P,True
Earth,False,TRAPPIST-1e,23.0,False,36.0,18.0,670.0,0.0,32.0,1,4467,01,756.0,F,919,P,True
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,4469,01,0.0,B,146,P,False
Europa,False,55 Cancri e,43.0,False,0.0,39.0,327.0,4643.0,85.0,0,4469,02,5094.0,B,146,P,True
Earth,False,TRAPPIST-1e,28.0,False,1549.0,0.0,5.0,0.0,0.0,0,4470,01,1554.0,F,839,S,True
Earth,False,PSO J318.5-22,24.0,False,0.0,266.0,1455.0,59.0,0.0,0,4472,01,1780.0,G,734,P,True
Earth,False,TRAPPIST-1e,27.0,False,110.0,0.0,638.0,0.0,0.0,0,4472,02,748.0,F,920,P,True
Mars,False,55 Cancri e,13.0,False,2244.0,31.0,507.0,0.0,142.0,0,4473,01,2924.0,F,841,S,True
Mars,False,TRAPPIST-1e,27.0,False,994.0,0.0,26.0,1.0,0.0,0,4473,02,1021.0,E,292,S,True
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1,4474,01,0.0,G,730,S,False
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,4474,02,0.0,G,730,S,False
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1,4474,03,0.0,G,730,S,False
Europa,False,TRAPPIST-1e,50.0,True,13.0,239.0,0.0,161.0,2355.0,0,4475,01,2768.0,A,55,S,True
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,4475,02,0.0,A,55,S,False
Earth,False,TRAPPIST-1e,26.0,False,1170.0,0.0,0.0,187.0,100.0,0,4476,01,1457.0,F,921,P,True
Earth,False,55 Cancri e,31.0,False,23.0,0.0,0.0,0.0,17.0,0,4477,01,40.0,G,731,S,True
Mars,False,TRAPPIST-1e,28.0,False,3559.0,0.0,0.0,13.0,2.0,0,4479,01,3574.0,D,150,P,True
Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,0,4482,01,0.0,G,732,S,False
Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,1,4482,02,0.0,G,732,S,False
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,4482,03,0.0,G,732,S,False
Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0,4482,04,0.0,G,732,S,False
Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1,4482,05,0.0,G,732,S,False
Mars,False,TRAPPIST-1e,25.0,False,1956.0,0.0,161.0,239.0,28.0,0,4483,01,2384.0,D,151,P,True
Mars,False,TRAPPIST-1e,63.0,False,3087.0,0.0,60.0,2.0,0.0,0,4483,02,3149.0,D,151,P,True
Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,1,4485,01,0.0,F,922,P,False
